poi_id,name,latitude,longitude,poi_type,category_detail,vibe,avg_cost,simulated_rating,dwell_time_minutes,popularity_score,opening_time,closing_time,time_block_suitability,is_central,recommendation_score
12,WinMart+,10.770341,106.691994,Shopping,shop:convenience,Local,81302,4.03,86,0.767,06:00,22:00,afternoon|evening|morning,1,0.7358176873636932
13,POI_6315388824,10.768221,106.692247,Shopping,shop:massage,Local,102449,3.96,34,0.534,06:00,22:00,afternoon|evening|morning,1,0.6154647363429795
14,Circle K,10.769963,106.692362,Shopping,shop:supermarket,Local,32831,3.9,60,0.6,06:00,22:00,afternoon|evening|morning,1,0.6459647453780591
15,Telephone bar,10.77084,106.691615,Food_Dining,bar,Party,193186,3.96,52,0.756,18:00,02:00,night,1,0.7239491820313382
16,Cửa Hàng Thời Trang An Phước,10.770238,106.691721,Shopping,shop:clothes,Local,47702,4.14,22,0.7,06:00,22:00,afternoon|evening|morning,1,0.7129836970335383
17,La Habana,10.769206,106.691688,Food_Dining,bar,Party,116072,3.81,74,0.697,18:00,02:00,night,1,0.686274249589257
18,Nhà Hàng Âu Lạc - Healthy World,10.770013,106.691302,Food_Dining,restaurant:vietnamese;asian;sandwich,Local,196461,3.56,55,0.78,06:00,22:00,afternoon|evening|morning,1,0.7061621697903249
19,Cà Phê Hahn - Ankunft Bus,10.768378,106.692601,Food_Dining,cafe,Chill,38037,3.61,42,0.602,07:00,23:00,afternoon|evening,1,0.6278013965372874
20,Hạnh Cafe - Phạm Ngũ Lão,10.768193,106.69221,Food_Dining,cafe,Chill,100459,4.72,78,0.651,07:00,23:00,afternoon|evening,1,0.7265474267924865
21,POI_11433400369,10.768144,106.692097,Shopping,shop:convenience,Local,79287,3.89,61,0.775,06:00,22:00,afternoon|evening|morning,1,0.7307470468913382
22,Veggie Saigon,10.770591,106.691794,Food_Dining,restaurant,Local,370538,4.77,103,0.511,06:00,22:00,afternoon|evening|morning,1,0.6491954490624676
23,Bánh Canh Ghẹ Hẻm Mát,10.769746,106.691604,Food_Dining,restaurant:vietnamese,Local,320480,4.74,83,0.739,06:00,22:00,afternoon|evening|morning,1,0.7629739874180539
24,Off-Dry,10.770581,106.691827,Food_Dining,bar,Party,124560,4.03,47,0.625,18:00,02:00,night,1,0.666168447502123
25,Thế Giới Di Động,10.775912,106.691343,Shopping,shop:mobile_phone,Local,113546,4.57,59,0.524,06:00,22:00,afternoon|evening|morning,1,0.652029833498369
26,POI_4151397889,10.776203,106.692182,Food_Dining,cafe,Chill,117999,3.65,53,0.615,07:00,23:00,afternoon|evening,1,0.6339260667682979
27,Bánh Mì Hồng Hoa,10.770971,106.691615,Shopping,shop:bakery,Local,137480,4.22,81,0.725,06:00,22:00,afternoon|evening|morning,1,0.7262849099231802
28,Hủ Tiếu Sườn Né Đào,10.7719,106.692191,Food_Dining,restaurant,Local,335418,4.34,119,0.547,06:00,22:00,afternoon|evening|morning,1,0.6379446522653726
29,Cactus-Garden,10.774699,106.692279,Culture_History,attraction,Romantic,38778,4.31,65,0.87,17:00,23:30,evening|night,1,0.8095449646718293
30,Nhà Hàng 48 Bistro,10.771434,106.691936,Food_Dining,restaurant:regional;vietnamese,Local,225925,4.69,114,0.743,06:00,22:00,afternoon|evening|morning,1,0.7640522468567866
31,Nhà Hàng Don Chicken,10.772005,106.692075,Food_Dining,restaurant:fast_food,Local,311804,4.22,98,0.65,06:00,22:00,afternoon|evening|morning,1,0.682257754460101
32,Quán Phở 32,10.771404,106.692322,Food_Dining,restaurant,Local,289467,3.62,108,0.578,06:00,22:00,afternoon|evening|morning,1,0.60504070250767
33,POI_6315351601,10.771333,106.692103,Food_Dining,restaurant,Local,308896,3.63,119,0.61,06:00,22:00,afternoon|evening|morning,1,0.620698362796884
34,POI_6315352823,10.771402,106.691802,Shopping,shop:florist,Local,131365,4.41,52,0.604,06:00,22:00,afternoon|evening|morning,1,0.6802513934734045
35,POI_6315388797,10.771431,106.692541,Shopping,shop:bakery,Local,39006,4.3,67,0.575,06:00,22:00,afternoon|evening|morning,1,0.6610397452332282
36,POI_6315390396,10.771335,106.692437,Shopping,shop:motorcycle,Local,156542,4.56,65,0.529,06:00,22:00,afternoon|evening|morning,1,0.6521320653616338
37,Massage FYou,10.772225,106.691713,Shopping,shop:massage,Local,61416,4.5,44,0.622,06:00,22:00,afternoon|evening|morning,1,0.6982082309678198
38,POI_6315672855,10.77226,106.691638,Shopping,shop:beauty,Local,105221,4.0,24,0.706,06:00,22:00,afternoon|evening|morning,1,0.7040894201031591
39,POI_6315683496,10.772542,106.691189,Food_Dining,restaurant,Local,157684,3.81,49,0.57,06:00,22:00,afternoon|evening|morning,1,0.620558262889268
40,POI_6315685193,10.776356,106.691198,Food_Dining,bar,Party,87872,4.79,21,0.518,18:00,02:00,night,1,0.6679207704251859
41,POI_6315685290,10.776015,106.691423,Shopping,shop:clothes,Local,148054,4.45,56,0.725,06:00,22:00,afternoon|evening|morning,1,0.7426134566919061
42,Highlands Coffee,10.776289,106.691498,Food_Dining,cafe,Chill,81828,4.33,72,0.676,07:00,23:00,afternoon|evening,1,0.7125889299383086
43,POI_6315686990,10.776525,106.691006,Food_Dining,restaurant,Local,323767,3.66,73,0.662,06:00,22:00,afternoon|evening|morning,1,0.6493521525593717
44,POI_6315687993,10.771206,106.691113,Shopping,shop:clothes,Local,34304,3.97,46,0.582,06:00,22:00,afternoon|evening|morning,1,0.6421942260906719
45,POI_6315688894,10.77124,106.691246,Shopping,shop:hairdresser,Local,161473,4.47,36,0.517,06:00,22:00,afternoon|evening|morning,1,0.6404435395263129
46,POI_6315689087,10.771351,106.691403,Shopping,shop:hairdresser,Local,98943,4.16,42,0.68,06:00,22:00,afternoon|evening|morning,1,0.7020682028883817
47,POI_6912030995,10.774611,106.691096,Entertainment_Leisure,other,Local,185455,4.09,81,0.743,06:00,22:00,afternoon|evening|morning,1,0.7244581336345939
48,Nhà Hàng Little Viet,10.772176,106.691905,Food_Dining,restaurant,Local,168675,4.13,92,0.505,06:00,22:00,afternoon|evening|morning,1,0.6090198847204643
49,Men in Blue,10.771424,106.692193,Shopping,shop:clothes,Local,146474,4.17,34,0.623,06:00,22:00,afternoon|evening|morning,1,0.6728847675042104
50,Nhà Hàng Lẩu Cua Đồng,10.77627,106.691349,Food_Dining,restaurant,Local,259379,4.67,92,0.739,06:00,22:00,afternoon|evening|morning,1,0.7600365182162955
51,Quán 65 Club,10.777383,106.69122,Food_Dining,bar,Party,80989,3.63,44,0.642,18:00,02:00,night,1,0.6483407696022994
52,Cà Phê Cheese,10.771312,106.691591,Food_Dining,cafe,Chill,57311,3.9,84,0.726,07:00,23:00,afternoon|evening,1,0.7080356071554648
53,Bánh Mì Huynh Hoa,10.771469,106.692371,Food_Dining,restaurant:sandwich;vietnamese,Local,387195,3.66,49,0.759,06:00,22:00,afternoon|evening|morning,1,0.6960250290804773
54,Amour,10.771512,106.692198,Shopping,shop:hairdresser,Local,31000,3.89,29,0.648,06:00,22:00,afternoon|evening|morning,1,0.6700433575570541
55,Cửa Hàng Thời Trang PT2000,10.781896,106.692119,Shopping,shop:clothes,Local,182339,3.52,53,0.321,06:00,22:00,afternoon|evening|morning,1,0.4753000604987119
56,Cửa Hàng Thời Trang Minh Đức,10.782022,106.691974,Shopping,shop:clothes,Local,73874,3.82,38,0.343,06:00,22:00,afternoon|evening|morning,1,0.511469851743499
57,Nhà Hàng Nam Phạm,10.778681,106.692157,Food_Dining,restaurant,Local,336915,4.26,93,0.59,06:00,22:00,afternoon|evening|morning,1,0.6543969612801331
58,Cà Phê Thức,10.779863,106.69244,Food_Dining,cafe,Chill,93218,4.48,59,0.536,07:00,23:00,afternoon|evening,1,0.6532599756380024
59,Cà Phê Vừng Ơi,10.781586,106.691294,Food_Dining,cafe,Chill,33022,4.76,46,0.314,07:00,23:00,afternoon|evening,1,0.5647184656806425
60,Highlands Coffee,10.779676,106.692443,Food_Dining,cafe,Chill,62613,4.51,88,0.614,07:00,23:00,afternoon|evening,1,0.694548995677694
61,Nhà Hàng Chay Hum,10.778652,106.692085,Food_Dining,restaurant:vietnamese,Local,198828,4.65,97,0.761,06:00,22:00,afternoon|evening|morning,1,0.7716341652491925
62,Mon Hue,10.777742,106.691362,Food_Dining,restaurant:vietnamese,Local,236911,3.61,51,0.535,06:00,22:00,afternoon|evening|morning,1,0.5862772157100815
63,Cowboy Jack's,10.778348,106.691708,Food_Dining,restaurant,Local,373310,4.27,97,0.714,06:00,22:00,afternoon|evening|morning,1,0.7154542181733428
64,Cà Phê Fugashin,10.778814,106.692585,Food_Dining,cafe,Chill,72325,4.07,42,0.67,07:00,23:00,afternoon|evening,1,0.6925651378639157
65,PI BISTRO,10.778421,106.692066,Food_Dining,restaurant:vietnamese,Local,199764,4.22,83,0.612,06:00,22:00,afternoon|evening|morning,1,0.6677228006930537
66,Căn nhà số 7,10.78129,106.691372,Food_Dining,cafe,Chill,81768,3.85,62,0.255,07:00,23:00,afternoon|evening,1,0.4696353992350463
67,POI_6284328888,10.782922,106.6915,Shopping,shop:furniture,Local,175793,3.57,35,0.395,06:00,22:00,afternoon|evening|morning,1,0.5163495362800468
68,POI_6315686288,10.777866,106.691344,Shopping,shop:furniture,Local,39897,3.6,79,0.76,06:00,22:00,afternoon|evening|morning,1,0.7039670757922487
69,Sushi Hokkaido Sachi - Nguyễn Đình Chiểu,10.780365,106.691671,Food_Dining,restaurant:japanese,Local,673613,3.94,76,0.338,06:00,22:00,afternoon|evening|morning,1,0.4949387720501047
70,Cà Phê Vegetarian,10.780161,106.692127,Food_Dining,cafe,Chill,52025,4.6,56,0.346,07:00,23:00,afternoon|evening,1,0.5685493356551425
71,Nhà Hàng Kichi Kichi,10.780474,106.691692,Food_Dining,restaurant,Local,359739,3.8,48,0.299,06:00,22:00,afternoon|evening|morning,1,0.47768078787316703
72,Khoái,10.781172,106.691115,Food_Dining,restaurant,Local,187433,4.05,81,0.479,06:00,22:00,afternoon|evening|morning,1,0.5900965401502363
73,KFC,10.770223,106.693872,Food_Dining,fast_food,Local,69043,3.66,86,0.799,06:00,22:00,afternoon|evening|morning,1,0.7263640304351845
74,Quán Bar Allez Boo,10.768626,106.693388,Food_Dining,bar,Party,171801,3.53,62,0.656,18:00,02:00,night,1,0.6446240823919989
75,Nhà Hàng Pizza Fixme,10.768034,106.693816,Food_Dining,restaurant,Local,155617,3.77,48,0.771,06:00,22:00,afternoon|evening|morning,1,0.7179878476317649
76,Cà Phê Amenity,10.768276,106.693666,Food_Dining,cafe,Chill,31604,3.84,48,0.603,07:00,23:00,afternoon|evening,1,0.6444352391322469
77,Nhà Hàng Đồ Ăn Việt Nam Aroma,10.768468,106.693888,Food_Dining,restaurant:vietnamese,Local,197685,3.85,76,0.775,06:00,22:00,afternoon|evening|morning,1,0.7233374390903943
78,Quán Chill Skybar,10.770425,106.694336,Food_Dining,bar,Luxury,105062,4.41,35,0.659,11:00,22:00,evening,1,0.7106488521484574
79,Highlands Coffee,10.768618,106.693532,Food_Dining,cafe,Chill,39636,4.77,49,0.723,07:00,23:00,afternoon|evening,1,0.7688291020750614
80,The Coffee Bean & Tea Leaf,10.768066,106.695136,Food_Dining,cafe,Chill,96047,3.75,22,0.719,07:00,23:00,afternoon|evening,1,0.694303657571413
81,Tous les Jours,10.769267,106.696775,Shopping,shop:bakery,Local,60261,4.29,87,0.503,06:00,22:00,afternoon|evening|morning,1,0.623208637639417
82,Cà Phê Hello Boba,10.769426,106.697944,Food_Dining,cafe,Chill,49127,4.71,24,0.703,07:00,23:00,afternoon|evening,1,0.7549943628809803
83,Quán Beer Plaza,10.770042,106.693478,Food_Dining,bar,Party,156815,3.6,78,0.54,18:00,02:00,night,1,0.5918535710717968
84,Nhà Hàng Pundjab,10.768037,106.69417,Food_Dining,restaurant:indian,Local,341540,4.32,54,0.719,06:00,22:00,afternoon|evening|morning,1,0.7236897103641111
85,Nhà Hàng D'Green Salad Food Drink,10.769733,106.693061,Food_Dining,restaurant,Local,373757,4.27,86,0.743,06:00,22:00,afternoon|evening|morning,1,0.7301705570753487
86,Nhà Hàng Asian Kitchen,10.768334,106.69402,Food_Dining,restaurant:vietnamese;local;regional,Local,164859,4.35,119,0.607,06:00,22:00,afternoon|evening|morning,1,0.6746279341949234
87,Nhà Hàng Sando's,10.768163,106.694451,Food_Dining,restaurant:vietnamese;sandwich;regional;local,Local,282345,4.28,49,0.797,06:00,22:00,afternoon|evening|morning,1,0.7619941315548828
88,Du Lịch The Sinh,10.768347,106.69353,Shopping,shop:travel_agency,Local,178060,4.12,48,0.709,06:00,22:00,afternoon|evening|morning,1,0.7107410934302654
89,FamilyMart,10.768512,106.693398,Shopping,shop:convenience,Local,90480,3.96,42,0.643,06:00,22:00,afternoon|evening|morning,1,0.6699801798370943
90,Cà Phê Tiny's,10.768278,106.694489,Food_Dining,cafe,Chill,51739,4.01,26,0.633,07:00,23:00,afternoon|evening,1,0.6710998548831172
91,Nhà Hàng Hummus And Grill Lebanese,10.768439,106.694256,Food_Dining,restaurant:middle_eastern,Local,265004,4.0,113,0.719,06:00,22:00,afternoon|evening|morning,1,0.7025536846504723
92,Cửa Hàng Thời Trang Gingko,10.768352,106.693626,Shopping,shop:clothes,Local,70210,3.63,33,0.527,06:00,22:00,afternoon|evening|morning,1,0.5901171973895991
93,Du Lịch Trung Nam,10.769115,106.694433,Shopping,shop:travel_agency,Local,51356,3.53,80,0.617,06:00,22:00,afternoon|evening|morning,1,0.6274217115282027
94,Nhà Hàng Cà Phê Hồ Chí Minh,10.769693,106.697756,Food_Dining,restaurant,Local,153689,4.61,114,0.718,06:00,22:00,afternoon|evening|morning,1,0.7486065230184376
95,The Coffee House,10.76833,106.698843,Food_Dining,cafe,Chill,100681,3.65,80,0.663,07:00,23:00,afternoon|evening,1,0.6577668207572109
96,Highlands Coffee,10.768613,106.693433,Food_Dining,cafe,Chill,106190,3.5,37,0.786,07:00,23:00,afternoon|evening,1,0.7094663221577087
97,Chất Coffee Roasters & Bistro,10.768954,106.697735,Food_Dining,bar,Party,145126,3.52,38,0.679,18:00,02:00,night,1,0.6569652606428714
98,Cửa Hàng Bánh Mì ABC,10.768389,106.692674,Shopping,shop:bakery,Local,54838,4.23,47,0.51,06:00,22:00,afternoon|evening|morning,1,0.6237282066288866
99,Quán 163 Cyclo Bar,10.76923,106.694226,Food_Dining,bar,Party,58669,3.58,51,0.688,18:00,02:00,night,1,0.6683841717464645
100,Circle K,10.768551,106.693162,Shopping,shop:convenience,Local,37266,3.77,85,0.759,06:00,22:00,afternoon|evening|morning,1,0.7152808756021309
101,Du Lịch Thành Công,10.769099,106.694361,Shopping,shop:travel_agency,Local,163375,4.5,20,0.779,06:00,22:00,afternoon|evening|morning,1,0.7733923347545727
102,POI_4559395989,10.768906,106.693983,Shopping,shop:laundry,Local,62730,4.11,72,0.61,06:00,22:00,afternoon|evening|morning,1,0.6642321491609199
103,POI_4611075889,10.768831,106.693806,Shopping,shop:gift,Local,80597,4.1,62,0.687,06:00,22:00,afternoon|evening|morning,1,0.7015076437999962
104,Sen,10.768311,106.695033,Food_Dining,restaurant:vietnamese,Local,184979,3.76,54,0.752,06:00,22:00,afternoon|evening|morning,1,0.7066232182880385
105,Air 360 Sky Lounge,10.76892,106.697202,Food_Dining,bar,Luxury,92253,3.81,30,0.595,11:00,22:00,evening,1,0.6374694934493582
106,Cà Phê Maison Marou French,10.769593,106.697867,Food_Dining,cafe,Chill,82923,4.53,56,0.585,07:00,23:00,afternoon|evening,1,0.6816137386278323
107,Nhà Hàng Non La Guys,10.768203,106.694152,Food_Dining,restaurant:asian;mexican;korean;local,Local,242954,3.63,60,0.799,06:00,22:00,afternoon|evening|morning,1,0.7187278124393908
108,Ngoc tho,10.768588,106.694209,Food_Dining,restaurant:vietnamese,Local,179987,4.67,63,0.629,06:00,22:00,afternoon|evening|morning,1,0.7088396360837335
109,Quán Bar Winking Seal Bia,10.76903,106.69696,Food_Dining,bar,Party,152602,4.21,69,0.524,18:00,02:00,night,1,0.6268661328347548
110,Cà Phê Cafio,10.7685,106.69688,Food_Dining,cafe,Chill,79125,3.64,41,0.674,07:00,23:00,afternoon|evening,1,0.6643246079992101
111,Cà Phê Fanny,10.769282,106.696262,Food_Dining,cafe,Chill,80482,4.7,60,0.8,07:00,23:00,afternoon|evening,1,0.8005554457159219
112,Nhà Hàng Veggi,10.768201,106.69456,Food_Dining,restaurant:vietnamese,Local,397293,4.39,106,0.656,06:00,22:00,afternoon|evening|morning,1,0.6938583070821579
113,American Secondhand Shops,10.769296,106.697921,Shopping,shop:clothes,Local,106885,3.98,31,0.794,06:00,22:00,afternoon|evening|morning,1,0.7462965925238568
114,Sainte Coffee,10.769056,106.696816,Food_Dining,cafe,Chill,87555,4.34,77,0.605,07:00,23:00,afternoon|evening,1,0.6775979064734615
115,Trung Tâm Thương Mại Sense Market,10.769267,106.693337,Shopping,shop:supermarket,Local,27074,4.62,79,0.533,06:00,22:00,afternoon|evening|morning,1,0.6625800204971164
116,Cửa Hàng Bánh Mì 37,10.770716,106.692647,Food_Dining,fast_food,Local,64020,3.77,39,0.564,06:00,22:00,afternoon|evening|morning,1,0.6183860269763805
117,Pho Phu Vuong,10.768349,106.698688,Food_Dining,restaurant,Local,171355,4.55,49,0.639,06:00,22:00,afternoon|evening|morning,1,0.7061213909812822
118,Tour Office,10.769039,106.694198,Shopping,shop:travel_agency,Local,76742,4.66,67,0.599,06:00,22:00,afternoon|evening|morning,1,0.6967847613851665
119,Nhà Hàng La Fiesta,10.769192,106.697226,Food_Dining,restaurant:mexican,Local,261986,3.62,83,0.64,06:00,22:00,afternoon|evening|morning,1,0.6375617031193902
120,Le Pub,10.768394,106.694281,Food_Dining,bar,Party,88972,4.54,78,0.69,18:00,02:00,night,1,0.734628020105065
121,Veggie Saigon vegetarian restaurant,10.769995,106.693605,Food_Dining,restaurant,Local,164848,4.15,96,0.763,06:00,22:00,afternoon|evening|morning,1,0.7389621155423576
122,caffe bene,10.770347,106.694238,Food_Dining,cafe,Chill,88655,4.04,30,0.588,07:00,23:00,afternoon|evening,1,0.6493566604108227
123,Nhà Hàng Chay An Lạc,10.768742,106.694196,Food_Dining,restaurant:mexican;italian;vietnamese,Local,398165,3.66,62,0.596,06:00,22:00,afternoon|evening|morning,1,0.6141095773319785
124,Nhà Hàng Margherita,10.768706,106.694222,Food_Dining,restaurant:vietnamese;italian;mexican,Local,279073,3.68,52,0.589,06:00,22:00,afternoon|evening|morning,1,0.6165347252936396
125,Phúc Long,10.768098,106.695165,Food_Dining,cafe,Chill,68560,4.05,72,0.77,07:00,23:00,afternoon|evening,1,0.7403408456737746
126,Nhà Hàng Thai Street & Rooftop Bar,10.769648,106.697818,Food_Dining,restaurant:asian;french,Luxury,261866,4.65,102,0.705,11:00,22:00,evening,1,0.742985790661618
127,Day Day Drink,10.769785,106.696257,Shopping,shop:beverages,Local,192354,3.78,74,0.8,06:00,22:00,afternoon|evening|morning,1,0.7311490648736443
128,GMBistro,10.769263,106.694309,Food_Dining,bar,Party,115533,4.4,82,0.655,18:00,02:00,night,1,0.706366532818936
129,Tâm Hanh Travel,10.768566,106.69318,Shopping,shop:travel_agency,Local,117731,4.17,54,0.622,06:00,22:00,afternoon|evening|morning,1,0.6728977293771673
130,Asian kitchen,10.768425,106.69405,Food_Dining,restaurant,Local,321272,4.37,65,0.712,06:00,22:00,afternoon|evening|morning,1,0.7241333827613681
131,Tiệm Bánh Mì 362,10.768597,106.693298,Shopping,shop:bakery,Local,58072,3.79,37,0.659,06:00,22:00,afternoon|evening|morning,1,0.6673674491415649
132,The Coffee House,10.769141,106.694594,Food_Dining,cafe,Chill,44754,3.54,31,0.757,07:00,23:00,afternoon|evening,1,0.7001676642260461
133,Quán Cơm Tấm Hoàng Minh,10.768514,106.695027,Food_Dining,restaurant:vietnamese,Local,188203,3.69,74,0.729,06:00,22:00,afternoon|evening|morning,1,0.6896460665630237
134,Cộng Cà Phê,10.768188,106.696871,Food_Dining,cafe,Chill,75696,3.8,44,0.55,07:00,23:00,afternoon|evening,1,0.6137768682725705
135,Ngoc Tho Restaurant,10.768506,106.694241,Food_Dining,restaurant,Local,212982,4.59,71,0.698,06:00,22:00,afternoon|evening|morning,1,0.7362362193954399
136,Saigon,10.768812,106.694134,Food_Dining,cafe,Chill,84967,4.0,54,0.77,07:00,23:00,afternoon|evening,1,0.7367276401066817
137,Pho Cong,10.768563,106.697113,Food_Dining,restaurant,Local,327514,3.95,55,0.64,06:00,22:00,afternoon|evening|morning,1,0.658986352440884
138,Highlands Coffee,10.769286,106.698098,Food_Dining,cafe,Chill,102859,4.44,59,0.734,07:00,23:00,afternoon|evening,1,0.7487565874538578
139,Saigon Coffee Roastery 2,10.769669,106.697535,Food_Dining,cafe,Chill,109201,4.04,43,0.635,07:00,23:00,afternoon|evening,1,0.6717024163051128
140,Brick & Barrel,10.769485,106.697908,Food_Dining,restaurant:spanish;tapas,Local,198936,4.49,117,0.542,06:00,22:00,afternoon|evening|morning,1,0.6508678975000363
141,Marcel Gourmet Burger,10.76924,106.698286,Food_Dining,restaurant,Local,191314,4.08,81,0.692,06:00,22:00,afternoon|evening|morning,1,0.698160918221334
142,Mia,10.769188,106.698147,Food_Dining,restaurant,Local,381976,4.69,81,0.553,06:00,22:00,afternoon|evening|morning,1,0.6647026995050461
143,Quán Bar The Sun,10.76826,106.694124,Food_Dining,cafe,Chill,51537,4.27,26,0.772,07:00,23:00,afternoon|evening,1,0.7584960335483175
144,Ford,10.769255,106.696171,Shopping,shop:car,Local,96424,4.33,34,0.612,06:00,22:00,afternoon|evening|morning,1,0.6803735441718335
145,POI_6284329388,10.769578,106.697002,Shopping,shop:supermarket,Local,80369,4.59,44,0.74,06:00,22:00,afternoon|evening|morning,1,0.7626004301461183
146,Royaltea,10.769625,106.692723,Food_Dining,cafe,Chill,67969,4.75,52,0.632,07:00,23:00,afternoon|evening,1,0.721013844091276
147,Coffee & tea,10.769517,106.695485,Food_Dining,cafe,Chill,67096,3.76,45,0.509,07:00,23:00,afternoon|evening,1,0.5908407811127964
148,POI_6315671603,10.769002,106.697591,Shopping,shop:hairdresser,Local,146960,4.58,85,0.61,06:00,22:00,afternoon|evening|morning,1,0.6937085476322449
149,POI_6315672794,10.768478,106.697184,Food_Dining,cafe,Chill,105357,3.52,60,0.595,07:00,23:00,afternoon|evening,1,0.6151669778233021
150,Foodco Mart,10.768681,106.696753,Shopping,shop:supermarket,Local,40651,4.8,57,0.643,06:00,22:00,afternoon|evening|morning,1,0.730029977423754
151,Quán Thịt Nướng Hàn Quốc,10.768577,106.69486,Food_Dining,restaurant,Local,281826,4.72,70,0.791,06:00,22:00,afternoon|evening|morning,1,0.7892029547157129
152,POI_6315672886,10.76803,106.698549,Shopping,shop:supermarket,Local,83873,4.74,75,0.516,06:00,22:00,afternoon|evening|morning,1,0.6605744611591036
153,Kai,10.768421,106.698952,Food_Dining,cafe,Chill,45839,3.57,32,0.73,07:00,23:00,afternoon|evening,1,0.6887571537920774
154,POI_6315673299,10.768814,106.699138,Shopping,shop:copyshop,Local,44035,3.82,46,0.759,06:00,22:00,afternoon|evening|morning,1,0.7195514622483843
155,B's Mart,10.768625,106.698944,Shopping,shop:supermarket,Local,53057,4.26,100,0.59,06:00,22:00,afternoon|evening|morning,1,0.6643733180830647
156,Hai Nam Chicken Rice 海南雞飯,10.769847,106.69767,Food_Dining,restaurant,Local,295961,4.41,97,0.63,06:00,22:00,afternoon|evening|morning,1,0.6861647076592735
157,Tea,10.76881,106.695068,Food_Dining,cafe,Chill,49622,4.41,41,0.618,07:00,23:00,afternoon|evening,1,0.6912457215563265
158,POI_6315680997,10.769278,106.697147,Shopping,shop:clothes,Local,145217,3.97,55,0.592,06:00,22:00,afternoon|evening|morning,1,0.6429893746051106
159,POI_6315685994,10.769733,106.697733,Shopping,shop:hairdresser,Local,87525,3.99,55,0.526,06:00,22:00,afternoon|evening|morning,1,0.6135743138489237
160,POI_6315686508,10.768021,106.697583,Food_Dining,restaurant,Local,194268,4.6,80,0.585,06:00,22:00,afternoon|evening|morning,1,0.6810912659155551
161,POI_6315686797,10.769713,106.697507,Shopping,shop:clothes,Local,62320,4.18,58,0.639,06:00,22:00,afternoon|evening|morning,1,0.6839484815073527
162,POI_6315686998,10.769602,106.697439,Shopping,shop:wine,Local,120965,3.63,40,0.73,06:00,22:00,afternoon|evening|morning,1,0.6892430497980151
163,POI_6315687986,10.769183,106.697091,Shopping,shop:clothes,Local,198895,3.71,70,0.669,06:00,22:00,afternoon|evening|morning,1,0.6608819486473126
164,POI_6315688287,10.769437,106.697302,Shopping,shop:clothes,Local,35399,4.2,35,0.606,06:00,22:00,afternoon|evening|morning,1,0.6704652067843133
165,루나 이발소,10.768901,106.698559,Shopping,shop:massage,Local,85463,4.49,83,0.703,06:00,22:00,afternoon|evening|morning,1,0.7359991542961474
166,POI_6315688896,10.768351,106.697459,Shopping,shop:massage,Local,71065,4.62,23,0.726,06:00,22:00,afternoon|evening|morning,1,0.7585990634901649
167,POI_6315689085,10.769108,106.697161,Shopping,shop:clothes,Local,115395,4.5,32,0.644,06:00,22:00,afternoon|evening|morning,1,0.7075582207472979
168,POI_6315690603,10.768402,106.697407,Shopping,shop:motorcycle,Local,48193,4.55,79,0.584,06:00,22:00,afternoon|evening|morning,1,0.6823482694016704
169,POI_6315697787,10.769208,106.697995,Shopping,shop:optician,Local,159571,4.05,48,0.8,06:00,22:00,afternoon|evening|morning,1,0.7518495998374809
